Age,Gender,Weight,Height,Activity,Goal,Meal,Description,Calories,Protein,Fat,Fiber
57,Female,47,165,Very active,Maintain Weight,Lunch,"OSTRICH,OYSTER,CKD",159,28.81,3.97,0.0
57,Female,47,165,Very active,Maintain Weight,Lunch,"SOUP,BF BROTH,CUBED,PREP W/H2O",3,0.21,0.08,0.0
57,Female,47,165,Very active,Maintain Weight,Dinner,"EMU,GROUND,CKD,PAN-BROILED",163,28.43,4.65,0.0
57,Female,47,165,Very active,Maintain Weight,Dinner,"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",383,1.05,5.45,0.0
32,Male,85,150,Very active,Maintain Weight,Breakfast,"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",255,27.43,15.28,0.0
32,Male,85,150,Very active,Maintain Weight,Breakfast,"CHEESE,MUENSTER,LOW FAT",274,24.7,17.6,0.0
32,Male,85,150,Very active,Maintain Weight,Lunch,"BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRSD",231,28.06,12.28,0.0
32,Male,85,150,Very active,Maintain Weight,Lunch,"SAUCE,SALSA,RTS",27,1.54,0.16,1.600000024
32,Male,85,150,Very active,Maintain Weight,Dinner,"EPPAW,RAW",150,4.6,1.8,0.0
32,Male,85,150,Very active,Maintain Weight,Dinner,"CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS",64,1.95,0.5,0.699999988
39,Female,67,153,Sedentary,Weight Gain,Breakfast,"INF FORMU,PBM PRO,ULTRA BRI BEGINN,RTF (FORME WYETH-AYERST)",63,1.4,3.5,0.0
39,Female,67,153,Sedentary,Weight Gain,Breakfast,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,ALL GRDS,RAW",228,20.61,15.49,0.0
39,Female,67,153,Sedentary,Weight Gain,Lunch,"OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)",311,10.9,28.7,0.0
39,Female,67,153,Sedentary,Weight Gain,Lunch,"ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL",151,3.54,5.8,1.0
39,Female,67,153,Sedentary,Weight Gain,Dinner,"BASS,STRIPED,RAW",97,17.73,2.33,0.0
39,Female,67,153,Sedentary,Weight Gain,Dinner,"BABYFOOD,CRL,RICE,W/BANANAS,DRY",404,8.7,4.2,1.0
26,Female,50,153,Very active,Maintain Weight,Breakfast,"CAMPBELL,CAMPBELL'S SEL SOUP,ZESTY AZTECA MEATB",45,2.04,1.22,0.800000012
26,Female,50,153,Very active,Maintain Weight,Breakfast,"BARLEY,PEARLED,COOKED",123,2.26,0.44,3.799999952
26,Female,50,153,Very active,Maintain Weight,Lunch,"SAUERKRAUT,CND,SOL&LIQUIDS",19,0.91,0.14,2.900000095
26,Female,50,153,Very active,Maintain Weight,Lunch,"LIPTON,ALFREDO EGG NOODLES IN A CREAMY SAU,DRY MIX",418,15.5,11.8,0.0
26,Female,50,153,Very active,Maintain Weight,Dinner,"PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,RSTD",143,26.17,3.51,0.0
26,Female,50,153,Very active,Maintain Weight,Dinner,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",112,2.86,2.9,0.100000001
54,Male,66,176,Sedentary,Maintain Weight,Breakfast,"ARCHWAY Home Style Cookies, Dark Molasses",407,4.16,12.59,1.100000024
54,Male,66,176,Sedentary,Maintain Weight,Breakfast,CHICKEN ROLL  LT MEAT,110,16.64,2.73,0.0
54,Male,66,176,Sedentary,Maintain Weight,Lunch,"YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ",56,5.73,0.18,0.0
54,Male,66,176,Sedentary,Maintain Weight,Lunch,"COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK",65,3.3,3.3,0.100000001
54,Male,66,176,Sedentary,Maintain Weight,Dinner,"POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,UNSALTED",536,7.0,34.6,4.800000191
54,Male,66,176,Sedentary,Maintain Weight,Dinner,"MARGARINE SPRD,FAT-FREE,TUB",44,0.1,3.04,0.0
32,Female,56,172,Lightly active,Weight Gain,Breakfast,"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",3,0.21,0.08,0.0
32,Female,56,172,Lightly active,Weight Gain,Breakfast,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,CKD,RSTD",182,27.69,7.06,0.0
32,Female,56,172,Lightly active,Weight Gain,Lunch,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,RAW",640,6.92,67.63,0.0
32,Female,56,172,Lightly active,Weight Gain,Lunch,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN,CKD",206,29.59,8.86,0.0
32,Female,56,172,Lightly active,Weight Gain,Dinner,"FAST FOODS,BURRITO,W/BNS,CHS,&BF",163,7.18,6.55,0.0
32,Female,56,172,Lightly active,Weight Gain,Dinner,"MCDONALD'S,LOFAT CARAMEL SAU",313,1.89,3.25,0.0
19,Male,74,189,Lightly active,Weight Gain,Breakfast,"ALCOHOLIC BEV,WINE,TABLE,RED",85,0.07,0.0,0.0
19,Male,74,189,Lightly active,Weight Gain,Breakfast,"CEREALS RTE,HEALTH VALLEY,FIBER 7 FLAKES",353,14.44,1.41,14.10000038
19,Male,74,189,Lightly active,Weight Gain,Lunch,"PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,UNHTD",177,21.61,9.85,0.0
19,Male,74,189,Lightly active,Weight Gain,Lunch,"BEEF,TENDERLOIN,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",267,26.46,17.12,0.0
19,Male,74,189,Lightly active,Weight Gain,Dinner,"OSTRICH,TIP CKD",145,28.49,2.57,0.0
19,Male,74,189,Lightly active,Weight Gain,Dinner,"CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",53,3.27,1.02,1.200000048
44,Female,74,157,Very active,Maintain Weight,Breakfast,"TACO SHELLS,BKD,WO/ SALT",468,7.2,22.6,7.5
44,Female,74,157,Very active,Maintain Weight,Breakfast,"PERSIMMONS,JAPANESE,DRIED",274,1.38,0.59,14.5
44,Female,74,157,Very active,Maintain Weight,Lunch,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K",379,22.5,1.55,2.400000095
44,Female,74,157,Very active,Maintain Weight,Lunch,"COWPEAS,YOUNG PODS W/SEEDS,RAW",44,3.3,0.3,0.0
44,Female,74,157,Very active,Maintain Weight,Dinner,"CEREALS,WHEATENA,CKD W/ H2O",56,2.0,0.5,2.700000048
44,Female,74,157,Very active,Maintain Weight,Dinner,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",270,22.62,19.19,0.0
53,Female,62,175,Very active,Fat Loss,Breakfast,"CAMPBELL'S SOUP AT HAND,CREAMY CHICK SOUP",43,1.31,2.95,1.299999952
53,Female,62,175,Very active,Fat Loss,Breakfast,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD",81,8.47,4.45,0.800000012
53,Female,62,175,Very active,Fat Loss,Lunch,"COWPEAS (BLACKEYES),IMMTRE SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",132,8.49,0.66,6.400000095
53,Female,62,175,Very active,Fat Loss,Lunch,"MCDONALD'S,LOFAT CARAMEL SAU",313,1.89,3.25,0.0
53,Female,62,175,Very active,Fat Loss,Dinner,"CHEESE,MOZZARELLA,NON-FAT",149,31.7,0.0,1.799999952
53,Female,62,175,Very active,Fat Loss,Dinner,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW",243,17.06,18.89,0.0
50,Male,67,184,Sedentary,Maintain Weight,Breakfast,"CAMPBELL,CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C",41,2.86,1.02,0.800000012
50,Male,67,184,Sedentary,Maintain Weight,Breakfast,"COFFEE,INST,REG,PDR",241,12.2,0.5,0.0
50,Male,67,184,Sedentary,Maintain Weight,Lunch,"SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK",313,13.28,27.61,0.0
50,Male,67,184,Sedentary,Maintain Weight,Lunch,"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",201,25.73,10.12,0.0
50,Male,67,184,Sedentary,Maintain Weight,Dinner,"FAST FOODS,SUNDAE,STRAWBERRY",175,4.09,5.13,0.0
50,Male,67,184,Sedentary,Maintain Weight,Dinner,"LOMA LINDA LINKETTS,CND,UNPREP",208,21.29,11.76,3.0
60,Male,80,163,Very active,Weight Gain,Breakfast,"PEARS,ASIAN,RAW",42,0.5,0.23,3.599999905
60,Male,80,163,Very active,Weight Gain,Breakfast,"MORNINGSTAR FARMS CHIK'N NUGGETS,FRZ,UNPREP",218,14.19,8.72,2.299999952
60,Male,80,163,Very active,Weight Gain,Lunch,"WHEAT GERM,CRUDE",360,23.15,9.72,13.19999981
60,Male,80,163,Very active,Weight Gain,Lunch,"ARCHWAY HOME STYLE COOKIES,RUTH'S OATMEAL",428,5.94,15.88,2.599999905
60,Male,80,163,Very active,Weight Gain,Dinner,"CANDIES,GUMDROPS,STARCH JELLY PIECES",396,0.0,0.0,0.100000001
60,Male,80,163,Very active,Weight Gain,Dinner,"WHIPPED TOPPING,FRZ,LOFAT",224,3.0,13.1,0.0
57,Female,82,176,Moderately active,Maintain Weight,Breakfast,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,RAW",236,12.18,20.35,0.0
57,Female,82,176,Moderately active,Maintain Weight,Breakfast,"DOLPHINFISH,RAW",85,18.5,0.7,0.0
57,Female,82,176,Moderately active,Maintain Weight,Lunch,"CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND",56,3.17,1.59,0.800000012
57,Female,82,176,Moderately active,Maintain Weight,Lunch,"TURKEY,FRYER-ROASTERS,BREAST,MEAT ONLY,CKD,RSTD",135,30.06,0.74,0.0
57,Female,82,176,Moderately active,Maintain Weight,Dinner,"WORTHINGTON VEG SKALLOPS,CND,UNPREP",109,19.89,1.19,3.400000095
57,Female,82,176,Moderately active,Maintain Weight,Dinner,"SOUP,TOMATO BISQUE,CND,COND",96,1.76,1.95,0.800000012
42,Male,71,175,Sedentary,Fat Loss,Breakfast,"BABYFOOD,DSSRT,DUTCH APPL,JR",79,0.2,0.16,1.399999976
42,Male,71,175,Sedentary,Fat Loss,Breakfast,"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,NO SALT",61,2.08,0.47,2.200000048
42,Male,71,175,Sedentary,Fat Loss,Lunch,"GRAVY,CHICK,CND,RTS",79,1.93,5.71,0.400000006
42,Male,71,175,Sedentary,Fat Loss,Lunch,"CEREALS,QUAKER,INST OATMEAL,NUTR FOR WOMEN,GLDN BRWN SGR,DRY",363,11.6,4.72,6.099999905
42,Male,71,175,Sedentary,Fat Loss,Dinner,"FLAN,CARAMEL CUSTARD,DRY MIX",348,0.0,0.0,0.0
42,Male,71,175,Sedentary,Fat Loss,Dinner,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT",28,3.1,0.11,3.0
26,Female,79,187,Moderately active,Maintain Weight,Breakfast,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ 2% MILK",105,3.15,1.92,0.400000006
26,Female,79,187,Moderately active,Maintain Weight,Breakfast,"CRISPED RICE BAR,CHOC CHIP",404,5.1,13.5,2.200000048
26,Female,79,187,Moderately active,Maintain Weight,Lunch,"PANCAKES,BLUEBERRY,PREP FROM RECIPE",222,6.1,9.2,0.0
26,Female,79,187,Moderately active,Maintain Weight,Lunch,"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT",44,1.22,0.15,0.5
26,Female,79,187,Moderately active,Maintain Weight,Dinner,"WHELK,UNSPECIFIED,RAW",137,23.84,0.4,0.0
26,Female,79,187,Moderately active,Maintain Weight,Dinner,"STAGG COUNTRY CHILI W/BNS,CND ENTREE",129,6.27,6.38,2.400000095
45,Male,83,157,Very active,Fat Loss,Breakfast,"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",241,7.69,2.89,1.700000048
45,Male,83,157,Very active,Fat Loss,Breakfast,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",385,0.12,0.73,0.0
45,Male,83,157,Very active,Fat Loss,Lunch,"CANDIES,NESTLE,CHUNKY BAR",475,7.5,27.5,2.5
45,Male,83,157,Very active,Fat Loss,Lunch,"CHEESE,PROVOLONE,RED FAT",274,24.7,17.6,0.0
45,Male,83,157,Very active,Fat Loss,Dinner,"GRAPE JUC COCKTAIL,FRZ CONC,UNDIL,W/ ADDED VIT C",179,0.65,0.31,0.300000012
45,Male,83,157,Very active,Fat Loss,Dinner,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN&FAT,1/8""FAT,RAW",262,16.48,21.28,0.0
29,Male,49,150,Very active,Fat Loss,Breakfast,"PIE FILLINGS,APPL,CND",100,0.1,0.1,1.0
29,Male,49,150,Very active,Fat Loss,Breakfast,"POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM",354,8.34,0.41,6.599999905
29,Male,49,150,Very active,Fat Loss,Lunch,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",59,0.3,0.0,0.600000024
29,Male,49,150,Very active,Fat Loss,Lunch,FRANKFURTER  BF  HTD,326,11.54,29.46,0.0
29,Male,49,150,Very active,Fat Loss,Dinner,"BREAKFAST BURRITO,HAM&CHS FLAVOR,FRZ ENTREE",214,9.7,7.0,1.399999976
29,Male,49,150,Very active,Fat Loss,Dinner,"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ",406,5.7,6.9,3.400000095
25,Male,62,183,Very active,Fat Loss,Breakfast,SOY PROTEIN ISOLATE,338,80.69,3.39,5.599999905
25,Male,62,183,Very active,Fat Loss,Breakfast,"TENNIS BREAD,PLN (APACHE)",258,9.0,1.05,2.599999905
25,Male,62,183,Very active,Fat Loss,Lunch,"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",37,0.7,0.09,0.400000006
25,Male,62,183,Very active,Fat Loss,Lunch,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",100,17.86,2.59,0.0
25,Male,62,183,Very active,Fat Loss,Dinner,"CORN,SWT,WHITE,CND,VACUUM PK,REG PK",79,2.41,0.5,2.0
25,Male,62,183,Very active,Fat Loss,Dinner,"CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,FRZ BRKFST",266,8.4,14.9,1.5
39,Female,56,154,Sedentary,Maintain Weight,Breakfast,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD",173,30.91,4.51,0.0
39,Female,56,154,Sedentary,Maintain Weight,Breakfast,"BEEF,GROUND,85% LN MEAT / 15% FAT,CRUMBLES,CKD,PAN-BROWNED",256,27.73,15.3,0.0
39,Female,56,154,Sedentary,Maintain Weight,Lunch,"ARCHWAY HOME STYLE COOKIES,RUTH'S OATMEAL",428,5.94,15.88,2.599999905
39,Female,56,154,Sedentary,Maintain Weight,Lunch,"GRANOLA BARS,SOFT,UNCOATED,PLN",443,7.4,17.2,4.599999905
39,Female,56,154,Sedentary,Maintain Weight,Dinner,"CEREALS RTE,GENERAL MILLS,HARMONY",365,11.0,2.2,4.0
39,Female,56,154,Sedentary,Maintain Weight,Dinner,"CEREALS RTE,KRAFT,POST FRUIT&FIBRE DATES,RAISINS&WALNUTS CRL",385,7.1,5.6,9.699999809
30,Male,70,150,Very active,Maintain Weight,Breakfast,"SHRIMP,MXD SP,CKD,BREADED&FRIED",242,21.39,12.28,0.400000006
30,Male,70,150,Very active,Maintain Weight,Breakfast,"PUDDINGS,TAPIOCA,DRY MIX,W/ NO ADDED SALT",369,0.1,0.1,0.200000003
30,Male,70,150,Very active,Maintain Weight,Lunch,"WINGED BNS,IMMAT SEEDS,RAW",49,6.95,0.87,0.0
30,Male,70,150,Very active,Maintain Weight,Lunch,"CAMPBELL,CAMPBELL'S RED & WHITE,CHEDDAR CHS SOU",81,1.61,4.03,0.800000012
30,Male,70,150,Very active,Maintain Weight,Dinner,"FRUIT-FLAVORED DRK MIX,PDR,UNSWTND",226,0.0,0.0,0.0
30,Male,70,150,Very active,Maintain Weight,Dinner,"CAMPBELL'S SOUP AT HAND,CRM OF BROCCOLI SOUP",47,0.98,2.3,2.299999952
56,Female,76,163,Very active,Maintain Weight,Breakfast,"CAKE,WHITE,DRY MIX,REG",426,4.5,10.9,0.899999976
56,Female,76,163,Very active,Maintain Weight,Breakfast,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,CND",119,4.95,1.14,4.400000095
56,Female,76,163,Very active,Maintain Weight,Lunch,"POTATOES,AU GRATIN,DRY MIX,PREP W/H2O,WHL MILK&BUTTER",93,2.3,4.12,0.899999976
56,Female,76,163,Very active,Maintain Weight,Lunch,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN",502,14.2,25.0,0.0
56,Female,76,163,Very active,Maintain Weight,Dinner,"PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",239,5.88,4.73,2.5
56,Female,76,163,Very active,Maintain Weight,Dinner,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED",192,32.82,5.54,0.0
23,Female,54,172,Very active,Fat Loss,Breakfast,"DANDELION GRNS,CKD,BLD,DRND,WO/SALT",33,2.0,0.6,2.900000095
23,Female,54,172,Very active,Fat Loss,Breakfast,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT",105,6.65,0.3,6.0
23,Female,54,172,Very active,Fat Loss,Lunch,"SWEETENERS,TABLETOP,SACCHARIN",360,0.94,0.0,0.0
23,Female,54,172,Very active,Fat Loss,Lunch,"HORMEL ALWAYS TENDER,PORK TENDERLOIN,PEPPERCORN-FLAVORED",110,17.21,3.8,0.0
23,Female,54,172,Very active,Fat Loss,Dinner,"SNACKS,TORTILLA CHIPS,LT (BAKED W/ LESS OIL)",465,8.7,15.2,5.699999809
23,Female,54,172,Very active,Fat Loss,Dinner,"SYRUPS,TABLE BLENDS,PANCAKE,RED-CAL",165,0.0,0.0,0.0
30,Male,81,174,Moderately active,Maintain Weight,Breakfast,"APPLES,RAW,WITH SKIN",52,0.26,0.17,2.400000095
30,Male,81,174,Moderately active,Maintain Weight,Breakfast,"PARSLEY,RAW",36,2.97,0.79,3.299999952
30,Male,81,174,Moderately active,Maintain Weight,Lunch,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,CKD,BRSD",233,26.57,13.2,0.0
30,Male,81,174,Moderately active,Maintain Weight,Lunch,"COOKIES,VANILLA SNDWCH W/CREME FILLING",483,4.5,20.0,1.5
30,Male,81,174,Moderately active,Maintain Weight,Dinner,"CAMPBELL'S CHNKY SOUPS,TANTALIZIN' TRKY - TRKY CHILI BNS SP",78,6.12,1.02,3.299999952
30,Male,81,174,Moderately active,Maintain Weight,Dinner,"TOMATILLOS,RAW",32,0.96,1.02,1.899999976
47,Female,66,164,Very active,Fat Loss,Breakfast,"CEREALS,RALSTON,CKD W/ H2O,W/ SALT",53,2.2,0.3,2.400000095
47,Female,66,164,Very active,Fat Loss,Breakfast,"FISH,WHITEFISH,BROAD,LIVER (ALASKA NATIVE)",104,11.0,4.4,0.0
47,Female,66,164,Very active,Fat Loss,Lunch,"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",253,15.5,15.63,1.299999952
47,Female,66,164,Very active,Fat Loss,Lunch,"ARCHWAY Home Style Cookies, Gourmet Ruth's Golden Oatmeal",431,5.67,16.44,2.700000048
47,Female,66,164,Very active,Fat Loss,Dinner,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,RAW",128,20.56,4.51,0.0
47,Female,66,164,Very active,Fat Loss,Dinner,"CEREALS RTE,WHEAT&MALT BARLEY FLAKES",365,10.0,2.9,8.800000191
22,Female,59,171,Moderately active,Fat Loss,Breakfast,"TARO,COOKED,WITHOUT SALT",142,0.52,0.11,5.099999905
22,Female,59,171,Moderately active,Fat Loss,Breakfast,"GAME MEAT,BISON,SHLDR CLOD,LN,0""FAT,RAW",109,21.1,2.1,0.0
22,Female,59,171,Moderately active,Fat Loss,Lunch,"KALE,SCOTCH,RAW",42,2.8,0.6,1.700000048
22,Female,59,171,Moderately active,Fat Loss,Lunch,"OSCAR MAYER,SMMR SAUSAGE THURINGER CERVALAT",304,14.9,26.7,0.0
22,Female,59,171,Moderately active,Fat Loss,Dinner,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",322,16.34,27.93,0.0
22,Female,59,171,Moderately active,Fat Loss,Dinner,"BABYFOOD,JUC,ORANGE&APPL&BANANA",47,0.4,0.1,0.100000001
34,Female,58,181,Lightly active,Maintain Weight,Breakfast,"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR",85,1.2,0.18,2.599999905
34,Female,58,181,Lightly active,Maintain Weight,Breakfast,"OLIVE LOAF,PORK",235,11.8,16.5,0.0
34,Female,58,181,Lightly active,Maintain Weight,Lunch,"PEARS,CND,EX LT SYRUP PK,SOL&LIQUIDS",47,0.3,0.1,1.600000024
34,Female,58,181,Lightly active,Maintain Weight,Lunch,"CEREALS RTE,KELLOGG,KELLOGG'S SMART START ANTIOXIDANT CRL",365,7.0,1.41,5.400000095
34,Female,58,181,Lightly active,Maintain Weight,Dinner,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,RAW",140,20.76,5.64,0.0
34,Female,58,181,Lightly active,Maintain Weight,Dinner,"CURRANTS,ZANTE,DRIED",283,4.08,0.27,6.800000191
55,Male,85,183,Lightly active,Fat Loss,Breakfast,"INF FORM,AB NUTR,SIMIL,PM 60/40,PDR,NOT RECON (FORM RO)",524,11.4,28.71,0.0
55,Male,85,183,Lightly active,Fat Loss,Breakfast,"ROSEMARY,FRESH",131,3.31,5.86,14.10000038
55,Male,85,183,Lightly active,Fat Loss,Lunch,"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,SEL,CKD,BRSD",313,27.59,21.67,0.0
55,Male,85,183,Lightly active,Fat Loss,Lunch,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",271,25.75,17.82,0.0
55,Male,85,183,Lightly active,Fat Loss,Dinner,"NOODLES,JAPANESE,SOBA,DRY",336,14.38,0.71,0.0
55,Male,85,183,Lightly active,Fat Loss,Dinner,"CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS",400,6.67,5.0,4.0
58,Female,57,158,Lightly active,Weight Gain,Breakfast,"CAMPBELL'S SEL SOUP,CHICK VEG MEDLEY SOUP",44,2.86,0.2,0.800000012
58,Female,57,158,Lightly active,Weight Gain,Breakfast,"WORTHINGTON DINNER RST,FRZ,UNPREP",213,16.04,13.5,3.0
58,Female,57,158,Lightly active,Weight Gain,Lunch,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,WO/SALT",22,4.67,0.1,0.0
58,Female,57,158,Lightly active,Weight Gain,Lunch,"SILK VANILLA,SOYMILK",41,2.47,1.44,0.400000006
58,Female,57,158,Lightly active,Weight Gain,Dinner,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD",189,33.18,5.21,0.0
58,Female,57,158,Lightly active,Weight Gain,Dinner,"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O",45,0.12,0.0,0.0
39,Female,87,186,Very active,Fat Loss,Breakfast,"MUSSEL,BLUE,CKD,MOIST HEAT",172,23.8,4.48,0.0
39,Female,87,186,Very active,Fat Loss,Breakfast,"CEREALS RTE,KELLOGG,KELLOGG'S FROOT LOOPS",393,3.4,4.1,3.099999905
39,Female,87,186,Very active,Fat Loss,Lunch,"OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)",78,13.2,0.5,0.0
39,Female,87,186,Very active,Fat Loss,Lunch,"SPELT,CKD",127,5.5,0.85,3.900000095
39,Female,87,186,Very active,Fat Loss,Dinner,"PEACH NECTAR,CND,WO/ VIT C",54,0.27,0.02,0.600000024
39,Female,87,186,Very active,Fat Loss,Dinner,"TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",29,3.35,0.42,3.400000095
25,Male,69,183,Lightly active,Weight Gain,Breakfast,"STURGEON,MXD SP,SMOKED",173,31.2,4.4,0.0
25,Male,69,183,Lightly active,Weight Gain,Breakfast,"GAME MEAT,BOAR,WILD,RAW",122,21.51,3.33,0.0
25,Male,69,183,Lightly active,Weight Gain,Lunch,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD",273,27.33,17.37,0.0
25,Male,69,183,Lightly active,Weight Gain,Lunch,"USDA COMMODITY,PORK,CURED,HAM,BNLESS,CKD,UNHTD",133,17.44,6.16,0.0
25,Male,69,183,Lightly active,Weight Gain,Dinner,"SEAWEED,SPIRULINA,DRIED",290,57.47,7.72,3.599999905
25,Male,69,183,Lightly active,Weight Gain,Dinner,"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",6,0.1,0.04,0.400000006
28,Female,84,160,Sedentary,Weight Gain,Breakfast,"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,WING,MEAT & SKN",351,21.52,24.13,0.699999988
28,Female,84,160,Sedentary,Weight Gain,Breakfast,"BF,RND,OUT RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",166,28.01,5.17,0.0
28,Female,84,160,Sedentary,Weight Gain,Lunch,"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",47,0.14,0.1,0.100000001
28,Female,84,160,Sedentary,Weight Gain,Lunch,"CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL",377,5.3,0.17,1.100000024
28,Female,84,160,Sedentary,Weight Gain,Dinner,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD",153,27.13,4.07,0.0
28,Female,84,160,Sedentary,Weight Gain,Dinner,"SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY",437,10.66,15.55,2.400000095
53,Female,49,154,Lightly active,Fat Loss,Breakfast,"LUNCHEON MEAT,PORK&CHICK,MINCED,CND,INCL SPAM LITE",196,15.23,13.9,0.0
53,Female,49,154,Lightly active,Fat Loss,Breakfast,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN,1/8""FAT,CKD,RSTD",182,27.18,7.27,0.0
53,Female,49,154,Lightly active,Fat Loss,Lunch,"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY",364,8.9,4.67,4.400000095
53,Female,49,154,Lightly active,Fat Loss,Lunch,"WHISKEY SOUR MIX,PDR",383,0.6,0.1,0.0
53,Female,49,154,Lightly active,Fat Loss,Dinner,"BURDOCK ROOT,CKD,BLD,DRND,WO/SALT",88,2.09,0.14,1.799999952
53,Female,49,154,Lightly active,Fat Loss,Dinner,"BEEF,SHRT LOIN,T-BONE STEAK,LN, 0"" FAT,USDA SEL,CKD,BRLD",177,26.0,7.36,0.0
23,Male,56,179,Moderately active,Maintain Weight,Breakfast,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,CKD,STWD",213,33.04,7.98,0.0
